Unique ID;Brand Name;Model Name;Model Number;Type;U  Processor Brand;U  Processor Name;U  Operating System Name;U  Base Processor Speed Per Core (GHz);U  Physical CPU Cores (count);U  System Memory (GB);WLAN Capability;Ethernet Capability?;Bluetooth Capability;Bluetooth Capability__1;U  Gigabit Ethernet Ports (count);U  Installed System Memory RAM (GB);U  Integrated Display Resolution (megapixels);U  Integrated Display Viewable Screen Area (sq in);U  Number of Storage Drives;;U  Storage Technology
2328439;HP;HP Pavilion Desktop 590 ();590-a;Desktop;AMD;A9-9425;Windows 10;3,1;2;16;Yes;Yes;No;No;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2328437;HP;HP ProOne 400 G4 23.8-in Non-Touch GPU AiO PC ();ProOne 400 G4 23.8-in Non-Touch GPU AiO PC;Integrated Desktop;Intel;G5400T;Windows 10;3,1;2;32;Yes;Yes;No;No;1;32;2,07;242,6;2;Conventional;Solid State Drive,Hard Disk Drive
2328436;HP;HP ProOne 600 G4 21.5-in Touch GPU All-in-One PC ();ProOne 600 G4 21.5-in Touch GPU All-in-One PC;Integrated Desktop;Intel;G5400T;Windows 10;3,1;2;32;Yes;Yes;No;No;1;32;2,07;197,7;2;Conventional;Solid State Drive,Hard Disk Drive
2328435;HP;HP EliteOne 1000 G1 27-in 4K UHD AiO ();EliteOne 1000 G1 27-in 4K UHD AiO;Integrated Desktop;Intel;Pentium G4400;Windows 10;3,3;2;32;Yes;Yes;Yes;Yes;1;32;8,29;310,47;2;Conventional;Solid State Drive,Other
2328434;HP;HP Slim Desktop PC 290 ();290-a;Desktop;AMD;A9-9425;Windows 10;3,1;2;16;Yes;Yes;No;No;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2328380;Lenovo;ThinkCentreM810z;10NX;Integrated Desktop;Intel;G4400;Windows 10;3,3;2;NA;Yes;Yes;No;No;NA;NA;2,07;225,4;2;Conventional;Hard Disk Drive
2328374;HP;HP EliteOne 800 G4 23.8-in Touch GPU All-in-One PC ();EliteOne 800 G4 23.8-in Touch GPU All-in-One PC;Integrated Desktop;Intel;Celeron G4900;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2328368;HP;HP EliteOne 1000 G2 Base PC ();EliteOne 1000 G2 Base PC;Desktop;Intel;Pentium Gold G5400T;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Solid State Drive
2328367;HP;HP EliteOne 1000 G2 34-in Curved All-in-One PC ();EliteOne 1000 G2 34-in Curved All-in-One PC;Integrated Desktop;Intel;Pentium Gold G5400T;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;4,95;415,05;1;Conventional;Solid State Drive
2328366;HP;HP EliteOne 1000 G2 27-in 4K UHD All-in-One PC ();EliteOne 1000 G2 27-in 4K UHD All-in-One PC;Integrated Desktop;Intel;Pentium Gold G5400T;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;8,29;310,47;1;Conventional;Solid State Drive
2328349;Lenovo;ThinkCentre M820z;10SC;Integrated Desktop;Intel;G4920;Windows 10;3,2;2;32;Yes;Yes;No;No;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive,Other
2328289;HP;HP ProDesk 400 G4 Desktop Mini PC ();ProDesk 400 G4 Desktop Mini PC;Desktop;Intel;Celeron G4900;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Other
2328267;HP;HP ProDesk 600 G4 Desktop Mini PC ();ProDesk 600 G4 Desktop Mini PC;Desktop;Intel;Pentium Gold G5500T;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Other
2328266;HP;HP ProDesk 400 G5 MT ();ProDesk 400 G5 MT;Desktop;Intel;Celeron;NA;3,1;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2328265;HP;HP EliteOne 1000 G2 23.8-in Touch All-in-One PC ();EliteOne 1000 G2 23.8-in Touch All-in-One PC;Integrated Desktop;Intel;Pentium Gold G5400T;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;1;Conventional;Solid State Drive
2328264;HP;HP ProDesk 600 G4 PCI MT ();ProDesk 600 G4 PCI MT;Desktop;Intel;Celeron;Windows 10;3,2;2;64;Yes;Yes;No;No;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328225;HP;HP ProDesk 600 G4 MT ();ProDesk 600 G4 MT;Desktop;Intel;Celeron;Windows 10;3,2;2;64;Yes;Yes;No;No;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328222;HP;HP EliteDesk 705 G4 MT ();EliteDesk 705 G4 MT;Desktop;AMD;A6-9500;Windows 10;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;NA;Solid State Drive,Hard Disk Drive
2328220;HP;HP EliteDesk 800 G4 SFF();EliteDesk 800 G4 SFF;Desktop;Intel;Celeron;Windows 10;3,2;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Hard Disk Drive
2328214;Acer;D18W1;Veriton S2660G;Desktop;Intel;G4900;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328213;Lenovo;Lenovo V330-20ICB AIO;10UK;Integrated Desktop;Intel;G4900;Windows 10;3,1;2;32;Yes;Yes;No;No;1;32;1,44;19,5;2;Conventional;Solid State Drive,Hard Disk Drive
2328212;HP;HP EliteDesk 800 G4 TWR ();EliteDesk 800 G4 TWR;Desktop;Intel;Celeron;Windows 10;3,2;2;64;Yes;Yes;No;No;1;64;NA;NA;3;Conventional;Hard Disk Drive
2328209;Lenovo;ideacentre AIO 520-27ICB;F0DE;Integrated Desktop;Intel;G5400T;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;3,69;310,47;2;Conventional;Solid State Drive,Hard Disk Drive
2328195;HP;HP Engage Flex Pro-C ();Engage Flex Pro-C;Desktop;Intel;Celeron;Windows 10;3,1;2;64;Yes;Yes;Yes;Yes;2;64;NA;NA;2;NA;Hard Disk Drive
2328157;HP;HP Engage Flex Pro ();Engage Flex Pro;Desktop;Intel;Celeron;Windows 10;3,1;2;64;Yes;Yes;Yes;Yes;2;64;NA;NA;2;Conventional;Hard Disk Drive
2328105;HP;HP EliteDesk 800 G4 35W Desktop Mini GPU PC (;EliteDesk 800 G4 35W Desktop Mini GPU PC;Desktop;Intel;Pentium Gold G5400T;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Solid State Drive
2328024;Lenovo;ideacentre AIO 520-24ICB;F0DJ;Integrated Desktop;Intel;G5400T;Windows 10;3,1;2;16;Yes;Yes;Yes;Yes;1;16;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2328023;Acer;D18W3;Veriton N6660G;Desktop;Intel;G5500T;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328021;Lenovo;ideacentre AIO 520-22ICB;F0DT;Integrated Desktop;Intel;G5400T;Windows 10;3,1;2;16;Yes;Yes;Yes;Yes;1;16;2,07;197,6;2;Conventional;Solid State Drive,Hard Disk Drive
2328005;Lenovo;ThinkCentre M725s;10VT;Desktop;AMD;A6-9500;NA;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2328004;Lenovo;Lenovo V530-15ICB Desktop;10TV;Desktop;Intel;G4900;NA;3,1;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2328003;Lenovo;ideacentre 510A-15ARR;90J0;Desktop;AMD;A6-9500;NA;3,5;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2328001;Lenovo;ideacentre 720-18ICB;90HT;Desktop;Intel;G4900;NA;3,1;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2,33E+06;Lenovo;ideacentre 510A-15ICB;90HV;Desktop;Intel;G4900;NA;3,1;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2327999;Lenovo;ThinkCentre M920s;10SJ;Desktop;Intel;G4900;NA;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327998;Lenovo;ThinkCentre M920t;10SF;Desktop;Intel;G4900;NA;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327997;Lenovo;ThinkCentre M720s;10ST;Desktop;Intel;G4900;NA;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327993;Lenovo;ThinkCentre M720t;10SQ;Desktop;Intel;G4900;NA;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327463;HP;HP Elite Slice ();Elite Slice, Regulatory Model Number: TPC-I021-DM;Desktop;Intel;Core i3;Windows 10;3,4;2;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;NA;Solid State Drive
2326493;Lenovo;ThinkCentre M910t;10MM;Desktop;Intel;Pentium;Windows 10;3,3;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Hard Disk Drive
2326492;Lenovo;ThinkCentre M910s;10MK;Desktop;Intel;Pentium;Windows 10;3,3;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Hard Disk Drive
2326491;Lenovo;Lenovo V520S-08IKL Desktop;10NM;Desktop;Intel;Pentium;Windows 10;3,3;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2326490;Lenovo;Lenovo V520-15IKL Desktop;10NK;Desktop;Intel;Pentium;Windows 10;3,3;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2326381;DELL;D10U;OptiPlex 7060 Micro;Desktop;Intel;Pentium;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;NA;Solid State Drive,Hard Disk Drive
2326242;DELL;D10U;Wyse 7040;Desktop;Intel;I3-6300T;NA;3,3;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;Hard Disk Drive
2326236;FUJITSU;ESPRIMO Q958;ESPRIMO Q958;Desktop;Intel;Pentium;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2326233;Fujitsu;ESPRIMO Q558;ESPRIMO Q558;Desktop;Intel;Pentium;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2325911;Fujitsu;ESPRIMO P958;ESPRIMO P958/E85+;Desktop;Intel;Celeron;Windows 10;3,2;2;64;Yes;Yes;Yes;Yes;2;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2325906;Lenovo;ideacentre A340-24ICB;F0E6;Integrated Desktop;Intel;Pentium;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;2,07;242,04;2;Conventional;Solid State Drive,Hard Disk Drive
2325885;Fujitsu;ESPRIMO P758;ESPRIMO P758/E85+;Desktop;Intel;Celeron;Windows 10;3,2;2;64;No;Yes;No;No;2;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2325884;Fujitsu;ESPRIMO P558;ESPRIMO P558/E85+;Desktop;Intel;Celeron;Windows 10;3,2;2;32;No;Yes;No;No;2;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325847;Fujitsu;ESPRIMO D538;ESPRIMO D538/E85+;Desktop;Intel;Celeron;Windows 10;3,2;2;32;No;Yes;No;No;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325846;Fujitsu;ESPRIMO D738;ESPRIMO D738/E85+;Desktop;Intel;Celeron;Windows 10;3,2;2;64;No;Yes;No;No;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325698;Fujitsu;ESPRIMO D958;ESPRIMO D958/E85+;Desktop;Intel;Celeron;Windows 10;3,2;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325044;Lenovo;Lenovo V530-15ARR Desktop;10V3;Desktop;AMD;A6-9500;NA;3,5;2;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;NA
2324759;COMPUMAX;Draco Desktop Series;DRACO-CI7-0001;Desktop;Intel;Celeron;Windows 10;3,1;2;32;No;Yes;No;No;1;32;NA;NA;1;Conventional;Hard Disk Drive
2324723;Fujitsu;ESPRIMO K558/24;ESPRIMO K558/24;Integrated Desktop;Intel;Pentium;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;2,07;242,04;2;Conventional;Solid State Drive,Hard Disk Drive
2324720;Transource;MIRAGE;B1800M;Desktop;Intel;Celeron;Windows 10;3,1;2;8;No;Yes;No;No;1;8;NA;NA;1;Conventional;Hard Disk Drive
2324599;SiComputer;Productiva Quadro;Q1.*#.##.##*;Desktop;Intel;Celeron;Windows 10;3,1;2;16;No;Yes;No;No;1;16;NA;NA;1;Conventional;Solid State Drive
2324598;SiComputer;Productiva XS;X*.*#.##.##*;Desktop;Intel;Celeron;Windows 10;3,1;2;16;No;Yes;No;No;1;16;NA;NA;1;Conventional;Hard Disk Drive
2324509;Transource;SCORCH;SCO-850;Desktop;Intel;Celeron;Windows 10;3,1;2;8;Yes;Yes;No;No;1;8;NA;NA;1;Conventional;Hard Disk Drive
2323434;Lenovo;ThinkCentre M710e;10UQ;Desktop;Intel;G4400;Windows 10;3,3;2;32;Yes;Yes;Yes;Yes;0;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2322816;Lenovo;ideacentre AIO 520-22IKU;F0D5;Integrated Desktop;Intel;Core i5;Windows 10;1,6;4;16;Yes;Yes;Yes;Yes;1;16;2,07;197,6;2;Conventional;Solid State Drive,Hard Disk Drive
2322815;Lenovo;ideacentre AIO 520-24IKU;F0D2;Integrated Desktop;Intel;Core i5;Windows 10;1,6;4;16;Yes;Yes;Yes;Yes;1;16;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2322234;Lenovo;ThinkStation P320 Tiny;30C1;Desktop;Intel;i3-6100T;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2322231;Lenovo;Lenovo V410z;10QV;Integrated Desktop;Intel;i3-7100T;Windows 10;3,4;2;32;Yes;Yes;Yes;Yes;1;32;2,07;204,25;1;Conventional;Hard Disk Drive
2322229;Lenovo;ThinkCentre M910z;10NR;Integrated Desktop;Intel;G4400;NA;3,3;2;32;Yes;Yes;Yes;Yes;1;32;2,07;244,12;2;Conventional;NA
2322227;Lenovo;ideacentre AIO 730S-24IKB;F0DX;Integrated Desktop;Intel;Core i5;Windows 10;1,6;4;16;Yes;Yes;No;No;1;16;2,07;249,6;2;Conventional;Solid State Drive,Hard Disk Drive
2321079;Lenovo;ThinkCentre M920z;10S6;Integrated Desktop;Intel;G4920;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2321012;HP;HP EliteDesk 705 G4 SFF ();EliteDesk 705 G4 SFF;Desktop;AMD;PRO A6-9500 R5;Windows 10;3,5;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2321011;HP;HP ProDesk 400 G5 SFF ();ProDesk 400 G5 SFF;Desktop;Intel;Celeron;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2321010;HP;HP ProDesk 600 G4 SFF ();ProDesk 600 G4 SFF;Desktop;Intel;Celeron;Windows 10;3,1;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2320762;Lenovo;ThinkCentre M920x;10S0;Desktop;Intel;G5500T;NA;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2320761;Lenovo;ThinkCentre M920q;10RR;Desktop;Intel;G5500T;NA;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2320542;Lenovo;ThinkCentre M720q;10T7;Desktop;Intel;G5500T;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2319914;Lenovo;Lenovo V530-22ICB AIO;10US;Integrated Desktop;Intel;Pentium;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;2,07;197,52;2;Conventional;Solid State Drive,Hard Disk Drive
2319892;Lenovo;Lenovo V530-24ICB AIO;10UW;Integrated Desktop;Intel;Pentium;Windows 10;3,1;2;32;Yes;Yes;Yes;Yes;1;32;2,07;242,04;2;Conventional;Solid State Drive,Hard Disk Drive
2319891;Lenovo;ideacentre AIO 520-24ARR;F0DN;Integrated Desktop;AMD;Athlon;Windows 10;3,2;2;16;Yes;Yes;Yes;Yes;1;16;2,07;242,04;2;Conventional;Solid State Drive,Hard Disk Drive
2319723;Lenovo;ideacentre 510S-07ICB;90K8;Desktop;Intel;Celeron;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2319722;Lenovo;Lenovo V530S-07ICB Desktop;10TX;Desktop;Intel;Celeron;Windows 10;3,2;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2333932;Acer;Veriton M200-H310;Veriton M200-H310;Desktop;Intel;I3-8100;Windows 10;3,6;4;4;No;No;No;No;1;4;NA;NA;1;Conventional;Hard Disk Drive
2332928;Acer;Veriton Z5210G;Veriton Z5210G;Integrated Desktop;AMD;RYZEN R3 2200G;Windows 10;3,5;4;4;No;No;No;No;1;4;2,07;198,13;1;Conventional;Hard Disk Drive
2332887;HP;HP Engage One Prime;Engage One Prime;Integrated Desktop;Other;Qualcomm APQ8053 PRO;Android;2,2;8;4;Yes;No;Yes;Yes;NA;4;2,07;48,14;1;Conventional;Other
2332869;COMPUMAX;Saturno Series;Saturno-CI7-0001;Integrated Desktop;Intel;Core i7;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;2;32;2,07;34,18;1;Conventional;Hard Disk Drive
2332348;ASUS;V241F Series;V241F;Integrated Desktop;Intel;Core i7;Windows 10;1,8;4;8;Yes;Yes;Yes;Yes;1;8;2,07;242,18;1;Conventional;Hard Disk Drive
2332345;HP;Sprout Pro by HP G2 ();X0J27AV;Integrated Desktop;Intel;Core i7;Windows 10;2,8;4;32;Yes;Yes;Yes;Yes;1;32;2,07;226,05;2;Conventional;Solid State Drive,Hard Disk Drive
2331690;VERSUS;STAR6000;STAR6000;Desktop;Intel;Core i3;Windows 7;3,7;2;8;No;Yes;No;No;1;8;NA;NA;1;Conventional;Hard Disk Drive
2331545;HP;HP t630 Thin Client;TPC-I020-TC;Desktop;AMD;GX-420GI;Windows 7,Windows 8,Windows XP,Linux,Windows 10,Ubuntu;2,2;4;32;Yes;Yes;No;No;1;32;0;0;2;Full Capability;Solid State Drive
2331543;ASUS;VC66 Series;VC66;Desktop;Intel;Core i7;Windows 10;3,4;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2331541;ASUS;PB60G Series;PB60G;Desktop;Intel;Core i5;Windows 10;1,7;6;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Conventional;Hard Disk Drive
2331540;ASUS;PB60V Series;PB60V;Desktop;Intel;Core i7;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2331101;ASUS;VC68V Series;VC68V;Desktop;Intel;Core i7;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;4;Conventional;Hard Disk Drive
2331100;ASUS;Chromebox 3;Chromebox 3******************;Desktop;Intel;i7-8550U;Chrome OS;1,8;4;16;Yes;Yes;Yes;Yes;1;16;0;0;1;Conventional;Solid State Drive
2331099;ASUS;UN68U Series;UN68U;Desktop;Intel;Core i7;Windows 10;1,8;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2331095;ASUS;VC65-C1 Series;VC65-C1;Desktop;Intel;Core i7;Windows 10;2,4;6;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Conventional;Hard Disk Drive
2331093;ASUS;PB60 Series;PB60;Desktop;Intel;Core i7;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2331092;ASUS;VC65-C Series;VC65-C;Desktop;Intel;Core i7;Windows 10;2,4;6;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Conventional;Hard Disk Drive
2331090;ASUS;E520 Series;E520;Desktop;Intel;Core i7;Windows 10;2,9;4;4;Yes;Yes;Yes;Yes;1;4;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2330806;Lenovo;ThinkCentre M710s;10M7;Desktop;Intel;i7-7700;NA;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330786;Lenovo;ThinkCentre M710t;10M9;Desktop;Intel;i7-7700;NA;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330785;Lenovo;ThinkCentre M715s;10MB;Desktop;AMD;A12-9800;NA;3,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330780;Lenovo;ideacentre A340-22ICB;F0E9;Integrated Desktop;Intel;Core i5;Windows 10;1,7;6;32;Yes;Yes;Yes;Yes;1;32;2,07;197,52;2;Conventional;Solid State Drive,Hard Disk Drive
2330779;Lenovo;ThinkCentre M715t;10MD;Desktop;AMD;A12-9800;NA;3,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330655;HP;HP ProDesk 400 G4 MT Business PC ();ProDesk 400 G4 MT Business PC;Desktop;Intel;Core i7;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2330647;Apple;Mac mini;A1993;Desktop;Intel;Core i5;Mac OS X;3;6;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Full Capability;Solid State Drive
2330646;Apple;Mac mini;A1993;Desktop;Intel;Core i7;Mac OS X;3,2;6;64;Yes;Yes;Yes;Yes;0;64;NA;NA;1;Full Capability;Solid State Drive
2330645;Intel;NUC;NUC8i3BEHFA;Desktop;Intel;Core i5,Core i7;Windows 10;2,3;4;4;Yes;Yes;Yes;Yes;1;4;NA;NA;2;Conventional;Hard Disk Drive
2330570;DELL;D13S;Inspiron 3470;Desktop;Intel;i7-8700;Ubuntu;3,2;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2330569;DELL;D19M;Inspiron 3668;Desktop;Intel;i7-7700;Ubuntu;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Hard Disk Drive
2330568;DELL;D19M;Inspiron 3670;Desktop;Intel;i7-8700;Ubuntu;3,2;6;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Hard Disk Drive
2330567;DELL;D19M;ChengMing 3980 Tower;Desktop;Intel;i7-8700;Ubuntu;3,2;6;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Hard Disk Drive
2330566;DELL;D18M;OptiPlex XE3 Tower;Desktop;Intel;G5500;Ubuntu;3,8;2;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330565;DELL;D18M;OptiPlex 7050 Tower;Desktop;Intel;i7-7700;Windows 10;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330564;DELL;D18M;OptiPlex 3050 Tower;Desktop;Intel;i7-6700;Windows 10;3,4;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330563;DELL;D13S;Vostro 3267;Desktop;Intel;i5-6400;Ubuntu;2,7;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2330287;DELL;D24M;XPS 8930;Desktop;Intel;Core i5-8600K;Windows 10;3,6;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330100;DELL;D11S;OptiPlex 7060 SFF;Desktop;Intel;i3-8300;NA;3,7;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2329890;Lenovo;ThinkCentre M910x;10MY;Desktop;Intel;i5-6500;NA;3,2;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2329889;Lenovo;ThinkCentre M910q;10MU;Desktop;Intel;i5-6500T;NA;2,5;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2329887;Lenovo;ThinkCentre M710q;10MQ;Desktop;Intel;i5-6500T;NA;2,5;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2329880;HP;HP ProDesk 600 G4 MT;;Desktop;Intel;NA;NA;3,2;6;64;Yes;Yes;No;No;1;64;NA;NA;3;Conventional;NA
2329510;Lenovo;Yoga A940-27ICB;F0E4;Integrated Desktop;Intel;Core i7;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;8,29;311,5;2;Conventional;Solid State Drive,Hard Disk Drive
2329509;DELL;D24M;Precision 3630 Tower;Desktop;Intel;Xeon;Windows 10;3,8;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2329414;DELL;D11S;OptiPlex 3050 SFF;Desktop;Intel;i3-6100;NA;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2329413;DELL;D11S;OptiPlex 5055 SFF;Desktop;AMD;A12-9800;NA;3,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2329412;DELL;D18M;OptiPlex 5055 Tower;Desktop;AMD;A12-9800;NA;3,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2329411;DELL;D07S;OptiPlex XE2 SFF;Desktop;Intel;NA;NA;3,4;4;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Conventional;NA
2329410;DELL;D13M;OptiPlex XE2 MT;Desktop;Intel;i7-4770;NA;3,4;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2329344;Fujitsu;CELSIUS W580 POWER;CELSIUS W580 POWER;Desktop;Intel;Xeon;Windows 10;3,8;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;5;Conventional;Solid State Drive,Hard Disk Drive
2329320;HP;HP EliteOne 800 G3 23.8-in Touch All-in-One PC ();EliteOne 800 G3 23.8-in Touch All-in-One PC;Integrated Desktop;Intel;Core i5;Windows 10;3,3;4;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;4;Conventional;Solid State Drive,Hard Disk Drive
2329319;HP;HP EliteDesk 705 G3 MT Business PC ();EliteDesk 705 G3 MT Business PC;Desktop;AMD;A12-9800;Windows 10;3,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Full Capability;Hard Disk Drive
